node	value
n18961896	Taiwan
n18991899	Taiwan
n1900	Taiwan
n1901	Taiwan
n19011901	Taiwan
n1904	Taiwan
n19041904	Taiwan
n19051905	Taiwan
n1906	Taiwan
n19071907	Taiwan
n1909	Taiwan
n19111911	Taiwan
n19121912	Taiwan
n1913	Taiwan
n1916	Taiwan
n1917	Taiwan
n19171917	Taiwan
n19191919	Taiwan
n19201920	Taiwan
n19301930	Cambodia
n19361936	Cambodia
n1938	Cambodia
n1939	Cambodia
n1941	Cambodia
n19421942	Cambodia
n19481948	Cambodia
n1949	Cambodia
n19531953	Thailand
n19541954	Thailand
n19571957	Thailand
n19601960	Thailand
n19611961	Thailand
n1965	Cambodia
n19651965	Cambodia
n1969	Cambodia
n1972	Cambodia
n19741974	VietNam
n19751975	Thailand
n1976	Cambodia
n19771977	Thailand
n1978	Cambodia
n1982	Cambodia
n1983	VietNam
n19831983	VietNam
n1985	Cambodia
n19871987	Thailand
n1988	Thailand
n1990	Cambodia
n19911991	Thailand
n1992	Thailand
n1995	Laos
n20022002	Malaysia
n20042004	Thailand
n2005	VietNam
n20102010	Thailand
n2011	Thailand
n20112011	Thailand
n2014	Myanmar
n20142014	Myanmar
n2015	Myanmar
n20182018	Thailand
n2186	VietNam
n21862186	VietNam
n22242224	VietNam
n2225	VietNam
n22252225	VietNam
n2324	Indonesia
n23252325	Indonesia
n23442344	SriLanka
n23452345	SriLanka
n2347	SriLanka
n23472347	SriLanka
n23492349	SriLanka
n2351	SriLanka
n23512351	SriLanka
n23542354	SriLanka
n2355	SriLanka
n23552355	SriLanka
n2358	SriLanka
n23592359	SriLanka
n23622362	SriLanka
n2364	SriLanka
n23652365	SriLanka
n2368	SriLanka
n23682368	SriLanka
n2369	SriLanka
n2370	SriLanka
n23712371	SriLanka
n2393	India
n2394	India
n2399	Nepal
n2400	Nepal
FJ424484	Italy
KC197982	Italy
KC197976	Italy
KC197983	Italy
KC197989	Italy
KC197978	Italy
KC197969	Italy
KC197970	Italy
KC197998	Italy
KC197987	Italy
KC197990	Italy
KC197985	Italy
KC197991	Italy
KC197975	Italy
KC197992	Italy
KC197971	Italy
KC198013	Italy
KC197993	Italy
KC198014	Italy
KC198012	Italy
KC197979	Italy
KC197994	Italy
HM852160	Slovenia
KC198075	Italy
KC197973	Italy
KC197995	Italy
HM852162	Slovenia
HM852158	Slovenia
HM852161	Slovenia
HM852159	Slovenia
HM852157	Slovenia
HM852163	Slovenia
KC197974	Italy
HM852156	Slovenia
KC197984	Italy
KC198007	Italy
KC197977	Italy
HM852155	Slovenia
KC198027	Italy
KC197981	Italy
JF973819	BosniaandHerzegovina
KC197972	Italy
HM852167	Slovenia
HM852166	Slovenia
HM852164	Slovenia
KC198033	Italy
HM852165	Slovenia
HM852190	Slovenia
HM852189	Slovenia
KC197894	Italy
KC197869	Italy
KC197899	Italy
KC197880	Italy
KC197858	Italy
KC197859	Italy
KC197882	Italy
KC197885	Italy
KC197914	Italy
KC197868	Italy
KC197879	Italy
KC197900	Italy
KC197861	Italy
KC197962	Italy
KC197878	Italy
KC197881	Italy
KC197864	Italy
KC197871	Italy
KC197870	Italy
KC197877	Italy
KC197860	Italy
KC197874	Italy
KC197865	Italy
KC197873	Italy
KC197901	Italy
KC197872	Italy
KC197920	Italy
KU739037	Italy
KC197866	Italy
KC197862	Italy
KC197856	Italy
KC197863	Italy
KC197857	Italy
KX148132	Slovenia
HM852153	Slovenia
HM852152	Slovenia
KC197887	Italy
KC197955	Italy
KC197950	Italy
KC197888	Italy
KC197924	Italy
KC197921	Italy
KC197905	Italy
KC197957	Italy
KC197967	Italy
KC197960	Italy
KC197961	Italy
KC197903	Italy
KC197954	Italy
KC197926	Italy
KC197890	Italy
KC197958	Italy
KC197915	Italy
KC197932	Italy
KC197944	Italy
KC197893	Italy
KC197917	Italy
KC197959	Italy
KC197925	Italy
KC197936	Italy
KC197938	Italy
KC197945	Italy
KC197927	Italy
KC197883	Italy
KC197935	Italy
KC197898	Italy
KC197895	Italy
KC197951	Italy
KC197884	Italy
KC197948	Italy
KC197949	Italy
KC197939	Italy
KC197942	Italy
KC197897	Italy
KC197908	Italy
KC197937	Italy
KC197892	Italy
KC197931	Italy
KC197929	Italy
KC197940	Italy
KC197909	Italy
KC197911	Italy
KC197928	Italy
KC197916	Italy
KC197891	Italy
KC197963	Italy
KC197886	Italy
KC197968	Italy
KC197933	Italy
KC197947	Italy
KC197946	Italy
KC197919	Italy
KC197952	Italy
KC197966	Italy
KC197896	Italy
KC197964	Italy
KC197956	Italy
KC197922	Italy
KC197910	Italy
KC197953	Italy
KC197902	Italy
KC197906	Italy
KC197912	Italy
KC197923	Italy
KC197941	Italy
KC197930	Italy
KC197943	Italy
KC197965	Italy
KC197907	Italy
KC197889	Italy
KC197918	Italy
KC197913	Italy
KC197934	Italy
KC197904	Italy
KC197875	Italy
HM852173	Slovenia
HM852169	Slovenia
KX148131	Slovenia
HM852149	Slovenia
HM852171	Slovenia
HM852172	Slovenia
HM852150	Slovenia
HM852170	Slovenia
HM852148	Slovenia
KX148129	Slovenia
HM852147	Slovenia
HM852146	Slovenia
KX148130	Slovenia
HM852180	Slovenia
HM852181	Slovenia
HM852182	Slovenia
HM852183	Slovenia
HM852184	Slovenia
HM852186	Slovenia
HM852185	Slovenia
HM852179	Slovenia
HM852187	Slovenia
HM852178	Slovenia
HM852188	Slovenia
KX929111	Croatia
JF683636	Croatia
JF683641	Croatia
HM852175	Slovenia
HM852176	Slovenia
HM852174	Slovenia
JF973750	BosniaandHerzegovina
KC198053	Italy
JF973782	BosniaandHerzegovina
KX148133	BosniaandHerzegovina
KC198062	Italy
KC198044	Italy
KC198032	Italy
KC198059	Italy
KC198058	Italy
KC198061	Italy
KC198060	Italy
KC198045	Italy
KC198056	Italy
KC198055	Italy
KC198042	Italy
KC198024	Italy
KC198021	Italy
KC198054	Italy
KC198046	Italy
KC198048	Italy
KC198057	Italy
KC198052	Italy
KC198065	Italy
KC198077	Italy
KC198031	Italy
KC198026	Italy
HM852151	Slovenia
KC198015	Italy
KC198079	Italy
JF683644	Croatia
JF973818	BosniaandHerzegovina
JF973814	BosniaandHerzegovina
JF973822	BosniaandHerzegovina
JF973817	BosniaandHerzegovina
JF973812	BosniaandHerzegovina
JF683651	Croatia
JF973824	BosniaandHerzegovina
JF973816	BosniaandHerzegovina
JF973823	BosniaandHerzegovina
JF973813	BosniaandHerzegovina
KC198004	Italy
KC198064	Italy
KC198041	Italy
KC198006	Italy
KC198009	Italy
KC198067	Italy
KC198001	Italy
KC198002	Italy
KC198000	Italy
KC198010	Italy
KC198081	Italy
KC198003	Italy
KC197997	Italy
KC198066	Italy
KC198037	Italy
KC198043	Italy
KC198040	Italy
KC198076	Italy
KC198073	Italy
KC198039	Italy
KC198063	Italy
KC198018	Italy
KC198019	Italy
KC198017	Italy
GU134624	Croatia
KC198074	Italy
KC198078	Italy
KC198005	Italy
KC198008	Italy
KC198011	Italy
KC197996	Italy
KC197999	Italy
KX929134	Croatia
KX929131	Croatia
KX929151	Croatia
KX929153	Croatia
JF683643	Croatia
KX929143	Croatia
KX929126	Croatia
KX929112	Croatia
JF973820	BosniaandHerzegovina
KX929113	Croatia
KX929156	Croatia
KX929115	Croatia
KX929155	Croatia
KX929157	Croatia
KX929146	Croatia
KX929130	Croatia
KX929114	Croatia
JF683640	Croatia
KX929140	Croatia
KX929135	Croatia
JF683652	Croatia
KX929141	Croatia
JF683649	Croatia
KX929118	Croatia
KX929124	Croatia
KX929127	Croatia
JF683625	Croatia
KX929116	Croatia
JF683648	Croatia
JF683646	Croatia
KX929123	Croatia
KX929138	Croatia
KX929152	Croatia
KX929125	Croatia
KX929149	Croatia
KX929128	Croatia
KX929121	Croatia
KX929142	Croatia
KX929145	Croatia
KX929120	Croatia
KX929158	Croatia
KX929144	Croatia
KX929139	Croatia
KX929148	Croatia
KX929132	Croatia
KX929147	Croatia
KX929122	Croatia
KX929136	Croatia
KX929137	Croatia
KX929129	Croatia
KX929154	Croatia
KX929117	Croatia
KX929150	Croatia
KX929133	Croatia
KX929119	Croatia
JF683633	Croatia
JF683645	Croatia
JF683630	Croatia
KX929159	Croatia
KC198072	Italy
KC198070	Italy
KC198071	Italy
KC198028	Italy
KC198029	Italy
KC198016	Italy
KC198022	Italy
KC198023	Italy
KC198025	Italy
KC198030	Italy
KC198020	Italy
KC198069	Italy
KC198068	Italy
KC197988	Italy
KC198036	Italy
KC198038	Italy
KC198035	Italy
MZ418100	Ethiopia
MZ418103	Ethiopia
MZ418101	Ethiopia
KC198049	Italy
JF973811	BosniaandHerzegovina
KC198047	Italy
KC198034	Italy
KC198080	Italy
KC198051	Italy
KF831562	Switzerland
KX148134	France
EU293115	France
GU992302	France
EU293104	France
KX148127	France
DQ146161	Oman
KX148128	France
KU055573	France
KU055580	France
KU055540	France
KX148126	France
KX148125	Belgium
KU739048	France
LN879481	Germany
GU936875	Germany
KX148135	Germany
JN190390	Poland
JN596907	Poland
JN596910	Poland
JN190382	Poland
JN596899	Poland
JN596897	Poland
JN190381	Poland
JN596883	Poland
KX148115	Poland
KX148116	Poland
MF197742	Poland
JN596887	Poland
JN190380	Poland
JN596888	Poland
JN190367	Poland
JN190368	Poland
JN190372	Poland
JN190364	Poland
JN596886	Poland
KX148117	Poland
JN596898	Poland
JN190374	Poland
JN190366	Poland
KX148114	Poland
KX148113	Germany
JN190379	Poland
JN596896	Poland
JN190388	Poland
JN596902	Poland
JN190387	Poland
JN596904	Poland
JN596893	Poland
JN596901	Poland
JN596891	Poland
JN190386	Poland
JN596892	Poland
JN596894	Poland
JN596903	Poland
JN596906	Poland
JN190389	Poland
JN596905	Poland
JN190373	Poland
JN596890	Poland
JN190385	Poland
JF973851	CzechRepublic
JN190363	Poland
JN190361	Poland
JN190360	Poland
JN190375	Poland
JN190369	Poland
KX148118	Poland
JN190362	Poland
JN190359	Poland
JN190357	Poland
JN656533	Poland
KX148124	Germany
KX148123	Germany
KX148122	Germany
JN656514	Poland
KF831544	Poland
KX148120	Poland
KX148119	Poland
JN190358	Poland
JN596880	Poland
KX148121	Poland
JX679401	Bulgaria
JQ973870	Bulgaria
JX679402	Bulgaria
JF973850	Serbia
JF973835	Austria
JF973833	Serbia
JQ973875	Serbia
JQ973874	Serbia
JF973806	Serbia
JQ973869	Bulgaria
JX679400	Bulgaria
JQ973877	Serbia
JQ973867	Bulgaria
JX679407	Bulgaria
JN008439	Serbia
JX679408	Bulgaria
JF973807	Serbia
JQ973871	Bulgaria
JF973842	Serbia
JF973828	Serbia
JF973829	Serbia
JF973795	Serbia
JN008440	Serbia
JF973845	Serbia
JF973803	Serbia
JF973805	Serbia
JF973804	Serbia
JF973791	Serbia
JF973794	Serbia
KX298545	Hungary
JF973790	Serbia
KC692780	Hungary
MK598344	Hungary
JF973800	Serbia
JF973789	Serbia
KC692787	Hungary
KC692789	Hungary
KC692782	Hungary
KX298544	Hungary
MK598345	Hungary
JF973788	Serbia
KX298543	Hungary
KC692784	Hungary
KC692788	Hungary
KC692786	Hungary
JF973756	Serbia
JF973757	Serbia
JF973737	Serbia
JF973758	Serbia
JF973787	Serbia
JF973772	Serbia
JF973770	Serbia
JF973762	Serbia
JF973771	Serbia
JF973759	Serbia
JF973763	Serbia
KX298550	Hungary
MK598343	Hungary
JF973768	Serbia
JF973783	Serbia
KC692777	Hungary
KC692776	Hungary
KC692779	Hungary
JF973801	Serbia
JF973738	Serbia
MG458311	Serbia
JF973773	Serbia
JF973755	Serbia
JF973751	Serbia
JF973746	Serbia
JF973747	Serbia
JF973748	Serbia
JF973742	Serbia
JF973745	Serbia
JF973743	Serbia
KX148140	Serbia
JF973810	Serbia
JF973809	Serbia
JF973778	Serbia
JF973780	Serbia
JF973777	Serbia
KU055565	Hungary
KX148138	Hungary
KX148136	Hungary
KX148139	Hungary
KX148137	Hungary
JF973852	CzechRepublic
JF973808	Serbia
JF973841	Serbia
KC692783	Hungary
JF973840	Serbia
KX148141	Poland
JF973834	Poland
JF973832	Serbia
KX148142	Poland
JF683642	Croatia
JF683638	Croatia
KX929097	Croatia
JF683635	Croatia
JF683631	Croatia
JF683627	Croatia
KX929104	Croatia
KX929110	Croatia
KX929108	Croatia
KX929100	Croatia
JF683628	Croatia
JF683634	Croatia
KX929109	Croatia
KX929098	Croatia
JF683647	Croatia
KX929099	Croatia
JF683632	Croatia
JF683639	Croatia
JF683623	Croatia
JF683624	Croatia
JF683650	Croatia
KX929103	Croatia
JF683637	Croatia
JF683626	Croatia
KX929106	Croatia
KX929101	Croatia
KX929102	Croatia
JF683629	Croatia
JF683622	Croatia
KX929107	Croatia
KX929105	Croatia
JF973767	Serbia
JF973821	BosniaandHerzegovina
JF973764	BosniaandHerzegovina
JF973765	BosniaandHerzegovina
HM852168	Slovenia
HM852145	Slovenia
KX148144	Slovenia
JF973796	BosniaandHerzegovina
JF973831	Serbia
JF973830	Serbia
JF973799	Serbia
JF973797	BosniaandHerzegovina
JF973847	Serbia
JF973815	BosniaandHerzegovina
JF973848	Serbia
JF973802	Montenegro
KU055566	Hungary
JF973769	Montenegro
JF973798	Serbia
KX148145	BosniaandHerzegovina
JF973827	Montenegro
JF973766	Serbia
JN008438	BosniaandHerzegovina
JF973836	Austria
JX025366	Macedonia
JF973849	Serbia
JQ973873	Bulgaria
JQ973882	Macedonia
JQ973886	Macedonia
JQ973885	Macedonia
JQ973883	Macedonia
JQ973878	Serbia
JF973785	Serbia
JQ973876	Serbia
JQ973884	Macedonia
JQ973879	Serbia
KC757382	Greece
KC011844	Greece
KC836502	Greece
KM102751	Greece
KC836500	Greece
KC836501	Greece
KC836503	Greece
KC771887	Greece
KC836498	Greece
KC836499	Greece
KJ865848	Greece
JF973761	Serbia
JF973754	Serbia
JQ973881	Macedonia
JQ973880	Macedonia
JF973786	Serbia
JF973839	Serbia
JF973844	Serbia
JF973793	Serbia
JF973753	Serbia
KX148143	Hungary
MK598398	Hungary
JX459920	Croatia
JX459921	Croatia
JX459922	Croatia
JN656507	Ukraine
JN656506	Ukraine
JN656509	Ukraine
JN656508	Ukraine
JN656504	Ukraine
JN656511	Ukraine
JN656505	Ukraine
MK598361	Hungary
MK598368	Hungary
MK598353	Hungary
MK598360	Hungary
KX298525	Hungary
KX298498	Hungary
MK598370	Hungary
KX298505	Hungary
KX298495	Hungary
MK598356	Hungary
MK598352	Hungary
GU086620	Romania
MK598362	Hungary
KX298516	Hungary
MK598367	Hungary
MK598358	Hungary
MK598359	Hungary
MK598377	Hungary
MK598363	Hungary
MK598379	Hungary
MK598376	Hungary
MK598372	Hungary
MK598355	Hungary
MK598378	Hungary
MK598366	Hungary
JN656503	Ukraine
MK598369	Hungary
KX298520	Hungary
KX298538	Hungary
KX298529	Hungary
KX298542	Hungary
KX298541	Hungary
KX298504	Hungary
MK598371	Hungary
KX298523	Hungary
KX298532	Hungary
KX298530	Hungary
MK598365	Hungary
MK598374	Hungary
MK598364	Hungary
MK598351	Hungary
MK598373	Hungary
MK598357	Hungary
MK598354	Hungary
MK598375	Hungary
KX298527	Hungary
KX298494	Hungary
KX298534	Hungary
KX298537	Hungary
KX298486	Hungary
MK598383	Hungary
MK598390	Hungary
MK598380	Hungary
KX298488	Hungary
KX298540	Hungary
KX298502	Hungary
KX298533	Hungary
KX298519	Hungary
KX298539	Hungary
KX298500	Hungary
KX298524	Hungary
KX298492	Hungary
KX298518	Hungary
KX298528	Hungary
KX298517	Hungary
KX298531	Hungary
KX298536	Hungary
KX298490	Hungary
KX298522	Hungary
KX298496	Hungary
KX298521	Hungary
KX298526	Hungary
MK598386	Hungary
MK598385	Hungary
MK598382	Hungary
KX298511	Hungary
KX298493	Hungary
KX298514	Hungary
KX298510	Hungary
KX298501	Hungary
KX298487	Hungary
MK598389	Hungary
MK598394	Hungary
KX298491	Hungary
KX298509	Hungary
MK598397	Hungary
MK598395	Hungary
MK598392	Hungary
MK598391	Hungary
MK598388	Hungary
KX298535	Hungary
MK598393	Hungary
MK598387	Hungary
MK598384	Hungary
MK598396	Hungary
MK598381	Hungary
GU086651	Romania
GU086641	Romania
GU086652	Romania
KX298507	Hungary
KX298508	Hungary
KX298485	Hungary
GU086617	Romania
KX298489	Hungary
KX298513	Hungary
KX298515	Hungary
KX298512	Hungary
KX298497	Hungary
KX298503	Hungary
KX298499	Hungary
JN190395	Poland
JN596911	Poland
JN596912	Poland
JN596913	Poland
JN596915	Poland
JN596914	Poland
MK598350	Hungary
MK598349	Hungary
MK598347	Hungary
JN656534	Poland
MK598348	Hungary
MF197743	Poland
JN656512	Poland
JN596908	Poland
JN656519	Ukraine
JN656521	Ukraine
JN656520	Ukraine
JN656522	Ukraine
JN656502	Ukraine
JN596909	Poland
JN190394	Poland
KC692781	Hungary
KX298552	Hungary
MK598346	Hungary
GU086628	Romania
GU086626	Romania
GU086614	Romania
KC692785	Hungary
GU086623	Romania
JN190393	Poland
GU086658	Romania
KX298506	Hungary
GU086649	Romania
GU086612	Romania
GU086648	Romania
GU086635	Romania
GU086619	Romania
JQ005071	Latvia
JQ005066	Latvia
KR337523	Lithuania
JQ005062	Latvia
JQ005092	Latvia
JQ005084	Latvia
JQ005078	Latvia
JQ005085	Latvia
JQ005076	Latvia
JQ005072	Latvia
KR337524	Lithuania
JN109221	Estonia
KR337553	Latvia
JQ005080	Latvia
JQ005063	Latvia
JQ005059	Latvia
JQ005061	Latvia
JQ005088	Latvia
KR337552	Latvia
JQ005102	Latvia
JQ005095	Latvia
JQ005096	Latvia
JQ005070	Latvia
JQ005091	Latvia
JQ005110	Latvia
KR337510	Latvia
JQ005099	Latvia
KR337520	Latvia
KR337509	Latvia
JQ005098	Latvia
KR337517	Latvia
JQ005087	Latvia
KR337522	Lithuania
KR337521	Latvia
JQ005104	Latvia
KR337530	Lithuania
JQ005094	Latvia
JQ005097	Latvia
JN109230	Estonia
JN109229	Estonia
JQ005060	Latvia
JQ594998	Estonia
KR337549	Estonia
JN109220	Estonia
JQ005089	Latvia
JQ005068	Latvia
JQ005101	Latvia
JN190384	Poland
JQ005083	Latvia
KR337548	Estonia
KR337544	Lithuania
KR337550	Estonia
KR337532	Lithuania
JQ005067	Latvia
JQ005065	Latvia
JQ005100	Latvia
JQ005106	Latvia
JQ944704	Russia
JQ005105	Latvia
JQ005086	Latvia
JN109218	Estonia
KR337533	Lithuania
KR337535	Lithuania
JN109231	Estonia
JQ894944	Latvia
JQ005108	Latvia
JN109232	Estonia
JQ594986	Estonia
JQ595009	Estonia
JQ594992	Estonia
JQ594989	Estonia
JQ594999	Estonia
JQ595000	Estonia
JQ594991	Estonia
JQ594990	Estonia
JQ594987	Estonia
JQ595008	Estonia
JQ594993	Estonia
JN109217	Estonia
JQ595004	Estonia
JQ595001	Estonia
JQ594996	Estonia
JQ594988	Estonia
JN109222	Estonia
JN109228	Estonia
JQ595002	Estonia
JN109219	Estonia
JQ594995	Estonia
JQ595005	Estonia
JQ595006	Estonia
JQ595007	Estonia
JQ595003	Estonia
JQ594985	Estonia
JQ005107	Latvia
KR337534	Lithuania
JQ005103	Latvia
JQ594997	Estonia
JN109233	Estonia
JQ594994	Estonia
KR337529	Lithuania
KR337527	Lithuania
JQ005075	Latvia
KR337518	Latvia
KR337525	Lithuania
KR337536	Lithuania
KR337547	Estonia
KR337539	Lithuania
KR337546	Estonia
KR337519	Latvia
KR337513	Latvia
JQ894945	Latvia
KR337531	Lithuania
KR337542	Lithuania
KR337541	Lithuania
KR337537	Lithuania
KR337516	Latvia
KR337514	Latvia
KR337515	Latvia
JQ005109	Latvia
JQ005073	Latvia
KR337526	Lithuania
KU739049	Poland
JN109227	Estonia
JQ005082	Latvia
JN109225	Estonia
JN109226	Estonia
DQ317517	Estonia
JN190391	Poland
DQ317518	Estonia
KX148150	Poland
JN656515	Ukraine
JN656517	Ukraine
JN656518	Ukraine
JN656516	Ukraine
JN109223	Estonia
JQ005064	Latvia
JN109224	Estonia
JQ005093	Latvia
KX148148	Estonia
KX148149	Estonia
KU055560	Estonia
KX148146	Finland
AY751534	Finland
KX148147	Finland
JN656494	Ukraine
KR337528	Lithuania
GU086663	Romania
GU086625	Romania
GU086633	Romania
GU086621	Romania
GU086632	Romania
GU086615	Romania
GU086661	Romania
JN656498	Ukraine
GU086611	Romania
GU086627	Romania
GU086642	Romania
GU086630	Romania
JN656497	Ukraine
JQ973872	Bulgaria
JX679406	Bulgaria
JX679404	Bulgaria
JX679405	Bulgaria
JX679403	Bulgaria
JQ973868	Bulgaria
GU086636	Romania
GU086624	Romania
JN656500	Ukraine
JN656499	Ukraine
JN656501	Ukraine
JN656495	Ukraine
JN656493	Ukraine
JN656492	Ukraine
JN656496	Ukraine
JN656513	Poland
KX148153	Poland
JN596895	Poland
KX148152	Poland
KX148151	Poland
JN190378	Poland
KX148154	Poland
JN190376	Poland
JN596884	Poland
JN190370	Poland
JN596882	Poland
JN596900	Poland
JN190383	Poland
JN190377	Poland
JN596885	Poland
KR337511	Latvia
JQ005074	Latvia
KR337512	Latvia
JN190371	Poland
KX148156	Estonia
KX148155	Estonia
KX148157	Estonia
KX148158	Estonia
JQ434341	Russia
JN596889	Poland
JN596881	Poland
JN190365	Poland
JN190392	Poland
KU055581	Poland
MN642579	China
MN642578	China
KT338622	Mongolia
KT338617	Mongolia
KT338628	Mongolia
KY242676	Russia
KT338619	Mongolia
MK511221	Russia
MK532758	Russia
LC422737	Mongolia
LC422736	Mongolia
LC422729	Mongolia
LC422732	Mongolia
LC422740	Mongolia
LC422730	Mongolia
LC422731	Mongolia
KT338621	Mongolia
KC465377	China
KT338634	Mongolia
MK124739	China
LC422742	Mongolia
LC422738	Mongolia
AB571008	Mongolia
KT338625	Mongolia
KT338624	Mongolia
LC422741	Mongolia
AB571001	Mongolia
AB571010	Mongolia
AB571003	Mongolia
AB571009	Mongolia
AB571014	Mongolia
AB571013	Mongolia
AB570998	Mongolia
KT338627	Mongolia
KT338636	Mongolia
KT338635	Mongolia
KT338630	Mongolia
LC422735	Mongolia
LC422733	Mongolia
MK124740	China
MK124741	China
KT338615	Mongolia
KT338620	Mongolia
KT338618	Mongolia
KT338626	Mongolia
KT338623	Mongolia
KT338614	Mongolia
AB571011	Mongolia
AB571012	Mongolia
AB571002	Mongolia
AB571000	Mongolia
JX423816	Russia
JX423815	Russia
AB571007	Mongolia
KT338633	Mongolia
KT338629	Mongolia
AB571017	Mongolia
AB571006	Mongolia
AB570999	Mongolia
AB570996	Mongolia
AB571018	Mongolia
AB571015	Mongolia
AB571005	Mongolia
KT338616	Mongolia
AB571016	Mongolia
AB570995	Mongolia
KY242674	Russia
KY242675	Russia
KJ958227	Russia
KJ958225	Russia
KJ958226	Russia
KJ958235	Russia
KJ958236	Russia
KJ958233	Russia
KJ958232	Russia
KJ958228	Russia
KY242673	Russia
KY242672	Russia
KJ958246	Russia
KJ958243	Russia
LC422739	Mongolia
LC422734	Mongolia
JN656523	Ukraine
MG869113	Russia
KC252633	China
MG869118	Russia
MG869108	Russia
KF677001	Russia
KF677006	Russia
MG869116	Russia
MG869115	Russia
KJ958255	Russia
KJ958254	Russia
KY002899	Russia
KJ958250	Russia
KY002900	Russia
KJ958249	Russia
KY002896	Russia
KJ958222	Russia
KY172633	Russia
KJ958223	Russia
KY172632	Russia
KJ958221	Russia
KT338632	Mongolia
AB570997	Mongolia
KT338637	Mongolia
KT338631	Mongolia
KT965734	Kazakhstan
MG869112	Russia
KY002898	Russia
KY002885	Russia
KT965738	Kazakhstan
KJ958247	Russia
MK124745	China
MK124744	China
KT965735	Kazakhstan
KT728349	Russia
KT728348	Russia
KT965736	Kazakhstan
MK124749	China
MK760755	Iran
MK760744	Iran
MK760700	Iran
MK760706	Iran
MK760723	Iran
MK760734	Iran
MK760712	Iran
KX148159	Iran
MK760753	Iran
MK760731	Iran
MK760707	Iran
KF677008	Russia
KC794011	Russia
KC538860	Russia
KC538853	Russia
JQ434337	Russia
KC595283	Russia
JN656472	Ukraine
JN656471	Ukraine
JN656477	Ukraine
MN243705	Russia
JN656478	Ukraine
KF677010	Russia
JN656473	Ukraine
MG869109	Russia
MF574185	Russia
JN656479	Ukraine
JN656475	Ukraine
JN656480	Ukraine
JN656474	Ukraine
JQ434339	Russia
MF574201	Russia
KC538857	Russia
MG996454	Russia
JN656525	Ukraine
JN656476	Ukraine
JN656527	Ukraine
JN656524	Ukraine
JQ894943	Latvia
JN656510	Ukraine
MF197741	Poland
MG869110	Russia
JN656530	Ukraine
JN656531	Ukraine
JN656532	Ukraine
JN656529	Ukraine
JN656526	Ukraine
KC538854	Russia
MF572301	Russia
MG996456	Russia
MG996465	Russia
MG996464	Russia
MF574194	Russia
KC794007	Russia
KC538856	Russia
KC538849	Russia
KC595280	Russia
MG869124	Russia
MF572313	Russia
KT965737	Kazakhstan
MF572312	Russia
MF572303	Russia
JN656482	Ukraine
JN656481	Ukraine
JN656483	Ukraine
JN656486	Ukraine
JN656488	Ukraine
JQ005081	Latvia
JN656485	Ukraine
MN243707	Russia
JN656487	Ukraine
JN656484	Ukraine
JQ277471	Estonia
JN656490	Ukraine
JN656489	Ukraine
KR337551	Estonia
KR337543	Lithuania
KR337538	Lithuania
KR337540	Lithuania
MG869122	Russia
KF677004	Russia
MG869106	Russia
KY002887	Russia
KY002886	Russia
JN656528	Ukraine
JQ944705	Russia
KF831538	Switzerland
KF831518	Poland
JQ434304	Russia
JQ434354	Russia
JN656491	Ukraine
MW055108	Georgia
MT079918	Georgia
KJ645925	Azerbaijan
KP723591	Georgia
MT079935	Georgia
KJ645926	Azerbaijan
MT079949	Georgia
MT079908	Georgia
KP723583	Azerbaijan
LN879480	Azerbaijan
KJ645924	Azerbaijan
KJ645930	Azerbaijan
KJ645922	Azerbaijan
KJ645923	Azerbaijan
KJ645927	Azerbaijan
KJ645929	Azerbaijan
KT965733	Kazakhstan
KX346708	Tajikistan
KX686102	Tajikistan
KX907735	Russia
KY765901	Tajikistan
KX686101	Tajikistan
KX346709	Tajikistan
MF572305	Russia
MF572309	Russia
MF572307	Russia
MF572300	Russia
JQ434312	Russia
MG869119	Russia
JQ944708	Russia
MF574200	Russia
MG996463	Russia
MF572304	Russia
GU086616	Romania
GU086654	Romania
GU086657	Romania
MG869105	Russia
MF574196	Russia
MG996460	Russia
MF572298	Russia
MF503298	Russia
KJ958265	Russia
MF572299	Russia
MF572308	Russia
JQ005090	Latvia
MF574195	Russia
KJ958268	Russia
DQ317516	Russia
KJ958266	Russia
JQ973866	Bulgaria
JX679399	Bulgaria
GU086618	Romania
KY382830	Romania
GU086622	Romania
GU086637	Romania
GU086640	Romania
GU086662	Romania
GU086638	Romania
GU086644	Romania
GU086608	Romania
GU086639	Romania
GU086634	Romania
GU086647	Romania
MK598340	Hungary
KX298547	Hungary
KX298551	Hungary
KX298548	Hungary
KX298549	Hungary
KX298546	Hungary
MK598342	Hungary
MK598341	Hungary
MK598338	Hungary
MK598339	Hungary
KU055561	Hungary
GU086631	Romania
GU086660	Romania
GU086659	Romania
GU086650	Romania
GU086643	Romania
GU086609	Romania
KC692778	Hungary
GU086610	Romania
GU086655	Romania
GU086653	Romania
GU086656	Romania
GU086645	Romania
GU086613	Romania
KX148160	Hungary
GU086646	Romania
KC792068	DominicanRepublic
KC792067	DominicanRepublic
KC792059	DominicanRepublic
KC792057	DominicanRepublic
KC792056	DominicanRepublic
KC792060	DominicanRepublic
KC792058	DominicanRepublic
KC791962	USA
JF973776	Serbia
KX148161	Serbia
JF973739	Serbia
JF973740	Serbia
JF973779	Serbia
JF973744	Serbia
JF973825	Serbia
JF973774	Serbia
JF973741	Serbia
JF973775	Serbia
JF973760	Serbia
JF973792	Serbia
MG458312	Serbia
JF973843	Serbia
JF973826	Serbia
